company_name,stock_code,Industry,p_DII,p_hhi_count_gender,p_std_attrition_gender,p_cv_salary_gender,p_hhi_count_race,p_std_attrition_race,p_cv_salary_race
"Krystal Biotech, Inc.",KRYS,Health Care  ,0.555728761,0.359647189,0.703352712,0.359647189,0.623594267,0.61992532,0.548686244
"Kubient, Inc.",KBNT,Communication Services  ,0.188087774,0.209140201,0.249695122,0.209140201,0.270591273,0.144760751,0.500129232
"Kuboo, Inc.",SGTB,Information Technology  ,0.270952928,0.387597676,0.057731263,0.387597676,0.60809457,0.046918846,0.56362539
"Kura Oncology, Inc.",KURA,Health Care  ,0.713172253,0.361558251,0.682965677,0.361558251,0.646085998,0.41264797,0.808125414
"KushCo Holdings, Inc.",KSHB,Industrials  ,0.908376963,0.660046458,0.506103045,0.660046458,0.871080139,0.626138258,0.953890825
"KwikClick, Inc.",KWIK,Industrials  ,0.337696335,0.027990708,0.993961197,0.027990708,0.693670151,0.992112351,0.005923345
"Kymera Therapeutics, Inc.",KYMR,Health Care  ,0.82618862,0.930246233,0.821374532,0.930246233,0.858875413,0.326289028,0.796055053
Kyzen Corp.,KYZN,Materials  ,0.235521236,0.724167137,0.267234989,0.724167137,0.384528515,0.339114391,0.560237557
L.B. Foster Company,FSTR,Industrials  ,0.447643979,0.298606272,0.339714763,0.298606272,0.511614402,0.694369629,0.595238095
"L3Harris Technologies, Inc.",LHX,Industrials  ,0.891361257,0.43612079,0.896055506,0.43612079,0.594425087,0.883544953,0.812659698
LCI Industries,LCII,Consumer Discretionary  ,0.507413509,0.427223915,0.86833958,0.427223915,0.381367,0.892996109,0.401366478
LCNB Corp.,LCNB,Financials  ,0.292510121,0.70177483,0.476367285,0.70177483,0.280387236,0.382506005,0.412065256
"LEEP, Inc.",LPPI,Industrials  ,0.017015707,0.856329849,0.026853398,0.856329849,0.148315912,0.078491728,0.136236934
"LENSAR, Inc.",LNSR,Health Care  ,0.229929852,0.233076075,0.344349765,0.233076075,0.437927233,0.47644395,0.352690071
"LGA Holdings, Inc.",LGAH,Consumer Discretionary  ,0.204283361,0.210709621,0.95486394,0.210709621,0.058336961,0.969682231,0.057566507
"LGBTQ Loyalty Holdings, Inc.",LFAP,Financials  ,0.314777328,0.404625314,0.122227797,0.404625314,0.714682682,0.114191353,0.501165292
"LGI Homes, Inc.",LGIH,Consumer Discretionary  ,0.675453048,0.490785082,0.549291185,0.490785082,0.523001016,0.816634241,0.729175752
"LHC Group, Inc.",LHCG,Health Care  ,0.760717069,0.222418229,0.592259298,0.222418229,0.661815509,0.736394693,0.807242217
LICT Corporation,LICT,Communication Services  ,0.222570533,0.420345985,0.151829268,0.420345985,0.373612187,0.306178074,0.495218403
"LIG Assets, Inc.",LIGA,Real Estate  ,0.521126761,0.586474501,0.51862069,0.586474501,0.902439024,0.045576408,0.614190687
"LINKBANCORP, Inc.",LNKB,Financials  ,0.396761134,0.700878451,0.90446563,0.700878451,0.197292937,0.651721377,0.344030118
LIVECHAIN INC.,LICH,Information Technology  ,0.291618829,0.394710479,0.708080126,0.394710479,0.319775596,0.724435964,0.251181974
LKQ Corporation,LKQ,Consumer Discretionary  ,0.543657331,0.274996372,0.412742382,0.274996372,0.527644754,0.880350195,0.594127053
"LM Funding America, Inc.",LMFA,Financials  ,0.724696356,0.094209394,0.954340191,0.094209394,0.641896737,0.964571657,0.558981714
"LMP Automotive Holdings, Inc.",LMPX,Consumer Discretionary  ,0.235584843,0.129444203,0.709141274,0.129444203,0.138296329,0.291990921,0.370402675
LOUD Technologies Inc.,LTEC,Consumer Discretionary  ,0.514003295,0.279349877,0.190972788,0.279349877,0.537802931,0.178339818,0.82759122
LPL Financial Holdings Inc.,LPLA,Financials  ,0.920040486,0.53020796,0.875564476,0.53020796,0.756364288,0.901220977,0.861868053
"LSB Industries, Inc.",LXU,Materials  ,0.544401544,0.551101073,0.811341735,0.551101073,0.539525692,0.300369004,0.652149321
LSI Industries Inc.,LYTS,Industrials  ,0.455497382,0.619396051,0.787999486,0.619396051,0.474216028,0.393741183,0.501277584
La Jolla Pharmaceutical Company,LJPC,Health Care  ,0.807482463,0.864020581,0.86955483,0.864020581,0.50400588,0.866052276,0.75616398
La-Z-Boy Incorporated,LZB,Consumer Discretionary  ,0.408566722,0.970396169,0.610233013,0.970396169,0.373530692,0.527561608,0.455589475
Laboratory Corporation of America Holdings,LH,Health Care  ,0.827747467,0.359573686,0.776379709,0.359573686,0.72583609,0.720505283,0.777434312
Ladder Capital Corp,LADR,Financials  ,0.46659919,0.714055217,0.421475163,0.714055217,0.669146648,0.513510809,0.497579778
"Laird Superfood, Inc.",LSF,Consumer Staples  ,0.185873606,0.77942064,0.347368421,0.77942064,0.192214846,0.475949367,0.381614757
"Lakeland Bancorp, Inc.",LBAI,Financials  ,0.657894737,0.610344209,0.583140993,0.610344209,0.561312298,0.797738191,0.686626031
Lakeland Financial Corporation,LKFN,Financials  ,0.444331984,0.455181068,0.899347717,0.455181068,0.327626389,0.495096077,0.409555396
"Lakeland Industries, Inc.",LAKE,Consumer Discretionary  ,0.482701812,0.848933391,0.523708652,0.848933391,0.549702511,0.175097276,0.641808402
"Lakeside Bancshares, Inc.",LKSB,Financials  ,0.277327935,0.08219792,0.067636729,0.08219792,0.886070276,0.46867494,0.307637146
Lam Research Corporation,LRCX,Information Technology  ,0.947187141,0.330995792,0.805536799,0.330995792,0.896613905,0.710854192,0.899004124
"Lamb Weston Holdings, Inc.",LW,Consumer Staples  ,0.557620818,0.691007846,0.55353902,0.691007846,0.551901026,0.447016275,0.647112186
Lancaster Colony Corporation,LANC,Consumer Staples  ,0.832713755,0.668074834,0.863520871,0.668074834,0.809897405,0.530198915,0.716359238
"Lancer Orthodontics, Inc.",LANZ,Health Care  ,0.409976617,0.559500184,0.368718643,0.559500184,0.802352076,0.225629618,0.523883124
Landec Corporation,LNDC,Consumer Staples  ,0.799256506,0.748340374,0.466424682,0.748340374,0.815630658,0.561301989,0.822800121
"Landmark Bancorp, Inc.",LARK,Financials  ,0.433198381,0.44926497,0.537079779,0.44926497,0.341968447,0.710168135,0.477859448
Landmark Infrastructure Partners LP,LMRK,Real Estate  ,0.352112676,0.345898004,0.815172414,0.345898004,0.252771619,0.81769437,0.358093126
"Landmark Land Company, Inc.",LLND,Real Estate  ,0.253521127,0.461197339,0.227586207,0.461197339,0.703991131,0.353887399,0.37804878
"Landos Biopharma, Inc.",LABP,Health Care  ,0.423226812,0.232561558,0.220673728,0.232561558,0.577728776,0.142686899,0.730256863
"Lands' End, Inc.",LE,Consumer Discretionary  ,0.257001647,0.359599478,0.360110803,0.359599478,0.174865767,0.734111543,0.400784998
"Landstar System, Inc.",LSTR,Industrials  ,0.606020942,0.63728223,0.687909546,0.63728223,0.674448316,0.568552007,0.603484321
"Lannett Company, Inc.",LCI,Health Care  ,0.749025721,0.585593532,0.853468185,0.585593532,0.531495774,0.815047271,0.701479355
Lantern Pharma Inc.,LTRN,Health Care  ,0.22213562,0.718338846,0.398263917,0.718338846,0.391914737,0.157940733,0.411717083
"Lantheus Holdings, Inc.",LNTH,Health Care  ,0.745128605,0.793458287,0.714581508,0.793458287,0.613009923,0.433304203,0.822992566
"Lantronix, Inc.",LTRX,Information Technology  ,0.500574053,0.512622721,0.229462075,0.512622721,0.68523342,0.265349646,0.733527814
"Laredo Oil, Inc.",LRDC,Energy  ,0.006472492,0.807030855,0.052860697,0.807030855,0.094081942,0.090260546,0.130147433
"Laredo Petroleum, Inc.",LPI,Energy  ,0.838187702,0.829286798,0.900186567,0.829286798,0.798179059,0.283808933,0.797915608
"Larimar Therapeutics, Inc.",LRMR,Health Care  ,0.204988309,0.965306872,0.309389185,0.965306872,0.299595737,0.328910781,0.403621108
Las Vegas Sands Corp.,LVS,Consumer Discretionary  ,0.81383855,0.84399942,0.496985498,0.84399942,0.827165869,0.419909209,0.905073412
"Latch, Inc.",LTCH,Information Technology  ,0.672789897,0.243538369,0.25658339,0.243538369,0.70056101,0.607587833,0.851725179
Lattice Biologics Ltd.,LBL,Health Care  ,0.127825409,0.365821389,0.168830135,0.365821389,0.334876883,0.224437912,0.338853316
Lattice Incorporated,LTTC,Information Technology  ,0.089552239,0.877479463,0.421224398,0.877479463,0.154878782,0.358626108,0.151695001
Lattice Semiconductor Corporation,LSCC,Information Technology  ,0.575200918,0.448807854,0.31341436,0.448807854,0.934381887,0.250308677,0.703953325
"Laureate Education, Inc.",LAUR,Consumer Discretionary  ,0.787479407,0.534029894,0.376731302,0.534029894,0.808445799,0.433041505,0.928477976
"Lawson Products, Inc.",LAWS,Industrials  ,0.358638743,0.424157956,0.236541179,0.424157956,0.444831591,0.561754521,0.566550523
"Lazydays Holdings, Inc.",LAZY,Consumer Discretionary  ,0.212520593,0.400812654,0.650317745,0.400812654,0.217675229,0.369649805,0.297863061
"Le@p Technology, Inc.",LPTC,Real Estate  ,0.436619718,0.583148559,0.133793103,0.583148559,0.941241685,0.269436997,0.609756098
"LeMaitre Vascular, Inc.",LMAT,Health Care  ,0.398285269,0.622050717,0.765867644,0.622050717,0.416464535,0.6393104,0.378597188
Lead Innovation Corporation,LEIC,Industrials  ,0.037958115,0.805226481,0.04831042,0.805226481,0.285714286,0.182762601,0.163646922
"Leafbuyer Technologies, Inc.",LBUY,Communication Services  ,0.203761755,0.226955848,0.429878049,0.226955848,0.295894655,0.39067232,0.373998449
"Leap Therapeutics, Inc.",LPTX,Health Care  ,0.330475448,0.540242558,0.842637573,0.540242558,0.190297685,0.164375943,0.474644881
Lear Corporation,LEA,Consumer Discretionary  ,0.749588138,0.482078073,0.473358318,0.482078073,0.76505587,0.477302205,0.866114261
"Ledyard Financial Group, Inc.",LFGP,Financials  ,0.33805668,0.73529939,0.659407928,0.73529939,0.260756544,0.288730985,0.432323413
"Lee Enterprises, Incorporated",LEE,Communication Services  ,0.39184953,0.961012135,0.764329268,0.961012135,0.244771495,0.686553604,0.436546911
"Legacy Education Alliance, Inc.",LEAI,Consumer Discretionary  ,0.301482702,0.896241474,0.489001141,0.896241474,0.317950951,0.212224384,0.464457043
Legacy Housing Corporation,LEGH,Consumer Discretionary  ,0.230642504,0.390799594,0.188039759,0.390799594,0.616166014,0.200551232,0.402238697
"Legacy Technology Holdings, Inc.",LTHO,Health Care  ,0.14731099,0.045350974,0.965318149,0.045681735,0.003417861,0.960117582,0.004563185
"LegalZoom.com, Inc.",LZ,Industrials  ,0.990837696,0.887921022,0.798406784,0.887921022,0.928803717,0.771835321,0.981765389
"Leggett & Platt, Incorporated",LEG,Consumer Discretionary  ,0.403624382,0.52053403,0.475965455,0.52053403,0.474677115,0.590953307,0.464893153
"Leidos Holdings, Inc.",LDOS,Industrials  ,0.935863874,0.708943089,0.860079661,0.708943089,0.690011614,0.91137617,0.8514518
"Lemonade, Inc.",LMND,Financials  ,0.928137652,0.993366798,0.813748118,0.993366798,0.900053783,0.556945556,0.933578343
LendingClub Corporation,LC,Financials  ,0.997975709,0.645840803,0.94450577,0.645840803,0.981803514,0.944055244,0.983685909
"LendingTree, Inc.",TREE,Financials  ,0.832995951,0.545625672,0.398294029,0.545625672,0.841161707,0.689151321,0.920043026
Lennar Corporation,LEN,Consumer Discretionary  ,0.558484349,0.966623132,0.515398403,0.966623132,0.485270643,0.856193256,0.590056694
Lennox International Inc.,LII,Industrials  ,0.943717277,0.681997677,0.955030194,0.681997677,0.851103368,0.446710273,0.884204413
"Leone Asset Management, Inc.",LEON,Financials  ,0.048582996,0.125672284,0.078173608,0.125672284,0.094299032,0.436349079,0.197203299
"Leslie's, Inc.",LESL,Consumer Discretionary  ,0.690280066,0.404585691,0.796969203,0.404585691,0.461616601,0.785992218,0.69414159
"Level One Bancorp, Inc.",LEVL,Financials  ,0.650809717,0.720957332,0.920421475,0.720957332,0.474722123,0.561148919,0.630602366
"LevelBlox, Inc.",LVBX,Information Technology  ,0.211251435,0.699759567,0.187035787,0.699759567,0.300340613,0.225165563,0.469469872
Levi Strauss & Co.,LEVI,Consumer Discretionary  ,0.953871499,0.73951531,0.640703927,0.73951531,0.919750399,0.614137484,0.981101904
Lewis & Clark Bancorp,LWCL,Financials  ,0.305668016,0.822696307,0.471149022,0.822696307,0.238078164,0.17123699,0.50125493
LexaGene Holdings Inc.,LXG,Health Care  ,0.275136399,0.358177141,0.111650872,0.358177141,0.409261301,0.346309685,0.56885258
"Lexicon Pharmaceuticals, Inc.",LXRX,Health Care  ,0.866718628,0.769055494,0.597754241,0.769055494,0.698787211,0.734726305,0.904614705
Liberated Syndication Inc.,LSYN,Information Technology  ,0.114810563,0.250250451,0.487620977,0.250250451,0.153977159,0.329778875,0.219293834
Liberty Latin America Ltd.,LILA,Communication Services  ,0.968652038,0.477149497,0.730487805,0.477149497,0.982958947,0.526953362,0.984492117
Liberty Oilfield Services Inc.,LBRT,Energy  ,0.469255663,0.275417299,0.532960199,0.275417299,0.530854831,0.523883375,0.555414337
Liberty Star Uranium & Metals Corp.,LBSR,Materials  ,0.444015444,0.580463015,0.825426242,0.580463015,0.84528515,0.744649446,0.304581448
"Life On Earth, Inc.",LFER,Information Technology  ,0.667049369,0.399619315,0.268962413,0.399619315,0.677419355,0.190369289,0.956443014
"Life's Time Capsule Services, Inc.",LTCP,Information Technology  ,0.191733639,0.027349229,0.953972541,0.027349229,0.031156081,0.95745875,0.044059954
"Life360, Inc.",360,Information Technology  ,0.863375431,0.395411741,0.733851002,0.395411741,0.864756562,0.400381637,0.881702042
"LifeMD, Inc.",LFMD,Consumer Staples  ,0.405204461,0.456547978,0.364791289,0.456547978,0.843089922,0.054611212,0.511339583
"LifePoint, Inc.",LFPI,Health Care  ,0.197194076,0.897023153,0.452815163,0.897023153,0.263947078,0.319853817,0.347758887
LifeQuest World Corporation,LQWC,Industrials  ,0.654450262,0.212543554,0.136322755,0.212543554,0.977816492,0.319353598,0.858072009
LifeVantage Corporation,LFVN,Consumer Staples  ,0.401486989,0.513578757,0.40508167,0.513578757,0.406155703,0.422423146,0.566676746
"Lifeline Biotechnologies, Inc.",LLBO,Health Care  ,0.355416991,0.351635428,0.903957952,0.351635428,0.27754502,0.946373242,0.24052403
"Lifetime Brands, Inc.",LCUT,Consumer Discretionary  ,0.504118616,0.70758961,0.309108685,0.70758961,0.585691482,0.235894942,0.722197994
"Lifeway Foods, Inc.",LWAY,Consumer Staples  ,0.308550186,0.649366325,0.405444646,0.649366325,0.523234762,0.1960217,0.467190807
Ligand Pharmaceuticals Incorporated,LGND,Health Care  ,0.861262666,0.630723999,0.430516843,0.630723999,0.909518559,0.499563041,0.95326415
"Light Media Holdings, Inc.",LGMH,Communication Services  ,0.996865204,0.119545572,0.960365854,0.119545572,0.974954815,0.960327075,0.944171621
"LightPath Technologies, Inc.",LPTH,Information Technology  ,0.316877153,0.832899219,0.137519694,0.832899219,0.597876177,0.309350095,0.513026858
Lightbridge Corporation,LTBR,Energy  ,0.074433657,0.822205362,0.324004975,0.822205362,0.27516439,0.025744417,0.247585155
Lighting Science Group Corporation,LSCG,Industrials  ,0.827225131,0.731242741,0.798535269,0.731242741,0.73437863,0.133128126,0.904761905
"Lightning eMotors, Inc.",ZEV,Industrials  ,0.490837696,0.157955865,0.430296801,0.157955865,0.453426249,0.437604207,0.707897793
"Lightwave Logic, Inc.",LWLG,Materials  ,0.177606178,0.333145116,0.175315048,0.333145116,0.340203275,0.155350554,0.609728507
"Limbach Holdings, Inc.",LMB,Industrials  ,0.418848168,0.205691057,0.402800976,0.205691057,0.47688734,0.83827113,0.509175377
"Limeade, Inc.",LME,Information Technology  ,0.715269805,0.966239231,0.645622327,0.966239231,0.55249449,0.828824784,0.727693391
"Limelight Networks, Inc.",LLNW,Information Technology  ,0.337543054,0.224303747,0.517105559,0.224303747,0.271087958,0.566842519,0.451363042
"Limestone Bancorp, Inc.",LMST,Financials  ,0.275303644,0.627913231,0.513898645,0.627913231,0.350394407,0.284827862,0.364288275
Limitless Venture Group Inc.,LVGI,Consumer Staples  ,0.572490706,0.828605914,0.444283122,0.828605914,0.912492456,0.708499096,0.489265195
Limoneira Company,LMNR,Consumer Staples  ,0.780669145,0.696741098,0.304174229,0.696741098,0.961074231,0.273056058,0.879649229
Lincoln Educational Services Corporation,LINC,Consumer Discretionary  ,0.622734761,0.980989697,0.533485416,0.980989697,0.634740966,0.570038911,0.675388865
"Lincoln Electric Holdings, Inc.",LECO,Industrials  ,0.451570681,0.283391405,0.865219067,0.283391405,0.322183508,0.525843273,0.498606272
Lincoln National Corporation,LNC,Financials  ,0.8451417,0.883650054,0.921424987,0.883650054,0.617246325,0.90592474,0.734582288
"Lindblad Expeditions Holdings, Inc.",LIND,Consumer Discretionary  ,0.439868204,0.925700189,0.668404758,0.925700189,0.336380787,0.689850843,0.455007995
Lindsay Corporation,LNN,Industrials  ,0.392670157,0.810220674,0.285237055,0.810220674,0.393728223,0.410799025,0.645644599
"Lineage Cell Therapeutics, Inc.",LCTX,Health Care  ,0.572876072,0.478353546,0.386318388,0.478353546,0.660418964,0.249622627,0.780304703
"Lingerie Fighting Championships, Inc.",BOTY,Communication Services  ,1,0.767105603,0.95152439,0.767105603,0.996901627,0.854936402,0.99508917
Lions Gate Entertainment Corp.,LGF.A,Communication Services  ,0.636363636,0.748773561,0.436280488,0.748773561,0.571908082,0.749242883,0.736107521
Lipocine Inc.,LPCN,Health Care  ,0.160561185,0.191179713,0.099625707,0.191179713,0.709739067,0.113450385,0.336350924
Liquidia Corporation,LQDA,Health Care  ,0.583787997,0.427710401,0.38273473,0.427710401,0.701874311,0.466513069,0.722455288
"Liquidity Services, Inc.",LQDT,Consumer Discretionary  ,0.71169687,0.466550573,0.476780186,0.466550573,0.574227253,0.852302205,0.788341329
"Liquidmetal Technologies, Inc.",LQMT,Materials  ,0.72972973,0.25974026,0.216456635,0.25974026,0.936476567,0.095571956,0.979355204
"Liska Biometry, Inc.",LSKA,Information Technology  ,0.342135476,0.407733921,0.944294396,0.407733921,0.576838309,0.965540465,0.04597123
"Lithia Motors, Inc.",LAD,Consumer Discretionary  ,0.650741351,0.296763895,0.618543262,0.296763895,0.511681904,0.818093385,0.682802733
Lithium Corporation,LTUM,Materials  ,0.208494208,0.095708639,0.946256486,0.095708639,0.24647092,0.935424354,0.15158371
"Littelfuse, Inc.",LFUS,Information Technology  ,0.835820896,0.596774194,0.794283142,0.596774194,0.701963534,0.450892356,0.874358716
"Little Sioux Corn Processors, L.L.C.",LTUU,Materials  ,0.1003861,0.913043478,0.09562639,0.913043478,0.47741389,0.252398524,0.316176471
Littlefield Corporation,LTFD,Consumer Discretionary  ,0.309719934,0.867363227,0.355059475,0.867363227,0.514439123,0.136673152,0.469835732
Live Current Media Inc.,LIVC,Information Technology  ,0.7347876,0.739430976,0.116025208,0.739430976,0.973752755,0.130878887,0.994366764
"Live Microsystems, Inc.",LMSC,Information Technology  ,0.244546498,0.485073132,0.320166554,0.485073132,0.472450411,0.227634976,0.418066593
"Live Nation Entertainment, Inc.",LYV,Communication Services  ,0.768025078,0.905499613,0.604268293,0.905499613,0.635941131,0.593276802,0.819591626
Live Oak Acquisition Corp. II,LOKB,Financials  ,0.001012146,0.131140194,0.045459107,0.131140194,0.027967013,0.042033627,0.011473646
"Live Oak Bancshares, Inc.",LOB,Financials  ,0.570850202,0.846988168,0.737280482,0.846988168,0.402474005,0.883406725,0.529580495
Live Ventures Incorporated,LIVE,Consumer Discretionary  ,0.171334432,0.509505152,0.189506273,0.509505152,0.413147584,0.417801556,0.323157436
"LivePerson, Inc.",LPSN,Information Technology  ,0.895522388,0.808855941,0.664978618,0.808855941,0.790522941,0.662363902,0.908962881
"LiveRamp Holdings, Inc.",RAMP,Information Technology  ,0.788748565,0.754357844,0.730024758,0.754357844,0.690042076,0.653496464,0.783522784
"LiveWorld, Inc.",LVWD,Information Technology  ,0.591274397,0.266179122,0.128629305,0.266179122,0.747545582,0.134134022,0.908560507
"LiveXLive Media, Inc.",LIVX,Communication Services  ,0.645768025,0.635682933,0.343902439,0.635682933,0.658920733,0.493640218,0.836391833
Livent Corporation,LTHM,Materials  ,0.942084942,0.814511575,0.870644922,0.814511575,0.785714286,0.50701107,0.88800905
Livewire Ergogenics  Inc.,LVVV,Consumer Staples  ,0.200743494,0.016596258,0.96261343,0.016596258,0.057030779,0.940687161,0.094950106
Lockheed Martin Corporation,LMT,Industrials  ,0.746073298,0.448315912,0.715276886,0.448315912,0.555400697,0.669873028,0.77340302
Loews Corporation,L,Financials  ,0.87145749,0.790874866,0.792272955,0.790874866,0.715310147,0.880804644,0.81292578
Logansport Financial Corp.,LOGN,Financials  ,0.355263158,0.915561133,0.735072755,0.915561133,0.320276085,0.709067254,0.271154536
"LogicBio Therapeutics, Inc.",LOGC,Health Care  ,0.703039751,0.559867696,0.314963765,0.559867696,0.822344726,0.638198141,0.816147788
"Logiq, Inc.",LGIQ,Information Technology  ,0.407577497,0.684131437,0.806099482,0.684131437,0.275796434,0.313054215,0.506790061
Lonestar Resources US Inc.,LONE,Energy  ,0.40776699,0.91047041,0.23818408,0.91047041,0.498229641,0.348945409,0.643111337
Longeveron Inc.,LGVN,Health Care  ,0.837879969,0.663800074,0.316556502,0.663800074,0.996398383,0.252721061,0.995436815
"Longport, Inc.",LPTI,Health Care  ,0.174590803,0.119735391,0.946404396,0.119735391,0.040279309,0.9542385,0.04055347
"LookSmart Group, Inc.",LKST,Communication Services  ,0.959247649,0.944487477,0.910670732,0.944487477,0.897753679,0.891278013,0.822693202
"Loop Media, Inc.",LPTV,Communication Services  ,0.564263323,0.278337206,0.622560976,0.278337206,0.684224116,0.254694125,0.665805118
Loral Space & Communications Inc.,LORL,Communication Services  ,0.244514107,0.331267751,0.202134146,0.331267751,0.428608314,0.208055724,0.50710778
Lordstown Motors Corp.,RIDE,Consumer Discretionary  ,0.360790774,0.305906255,0.54700994,0.305906255,0.149034973,0.240758755,0.601250182
Louisiana-Pacific Corporation,LPX,Materials  ,0.362934363,0.46188594,0.420681987,0.46188594,0.400621118,0.683763838,0.576074661
"Lowe's Companies, Inc.",LOW,Consumer Discretionary  ,0.588138386,0.640690756,0.632556624,0.640690756,0.517921927,0.83463035,0.578863207
Lowell Farms Inc.,LOWL,Health Care  ,0.296180826,0.406027196,0.371983754,0.406027196,0.62829842,0.333598157,0.398321925
"LoyaltyPoint, Inc.",LYLP,Communication Services  ,0.918495298,0.840950168,0.743292683,0.840950168,0.76865479,0.807389461,0.856810545
"Luby's, Inc.",LUB,Consumer Discretionary  ,0.550247117,0.952256567,0.268535115,0.952256567,0.92657089,0.522211414,0.585114115
"Lucira Health, Inc.",LHDX,Health Care  ,0.878409977,0.783020948,0.496137612,0.783020948,0.884821757,0.53809486,0.94053139
"Ludwig Enterprises, Inc.",LUDG,Communication Services  ,0.385579937,0.230828815,0.790853659,0.230828815,0.857991221,0.164142944,0.327216335
Lumbee Guaranty Bank,LUMB,Financials  ,0.16902834,0.257260667,0.363773206,0.257260667,0.503226963,0.29673739,0.215220509
"Lumber Liquidators Holdings, Inc.",LL,Consumer Discretionary  ,0.598023064,0.27644754,0.896203357,0.27644754,0.51414889,0.817120623,0.494548626
"Lumen Technologies, Inc.",LUMN,Communication Services  ,0.639498433,0.50813323,0.711890244,0.50813323,0.439969016,0.813143549,0.670974412
"Lument Finance Trust, Inc.",LFT,Financials  ,0.463562753,0.556382216,0.43261415,0.556382216,0.364288275,0.680944756,0.570007171
Lumentum Holdings Inc.,LITE,Information Technology  ,0.88978186,0.62342216,0.727211344,0.62342216,0.976257263,0.499719385,0.851121618
"Luminar Technologies, Inc.",LAZR,Consumer Discretionary  ,0.710049423,0.25047163,0.198142415,0.25047163,0.880133507,0.336251621,0.930077046
"Lumos Pharma, Inc.",LUMO,Health Care  ,0.301636789,0.643366409,0.355737835,0.643366409,0.339581036,0.243028521,0.546036653
Luna Innovations Incorporated,LUNA,Information Technology  ,0.314580941,0.539571228,0.514629755,0.539571228,0.33029453,0.360085307,0.450860074
"LungLife AI, Inc.",LLAI,Health Care  ,0.480904131,0.468651231,0.243768416,0.468651231,0.970746049,0.009454199,0.66880106
Luther Burbank Corporation,LBC,Financials  ,0.866396761,0.466206526,0.721123934,0.466206526,0.866887773,0.341873499,0.926317677
"Luvu Brands, Inc.",LUVU,Consumer Discretionary  ,0.060955519,0.495719054,0.319048395,0.495719054,0.318966768,0.113975357,0.151766245
"Lux Amber, Corp.",LXAM,Materials  ,0.007722008,0.634387352,0.055967383,0.634387352,0.309994353,0.044649446,0.096153846
Lvpai Group Limited,LVPA,Financials  ,1,0.728262818,0.993527346,0.728711008,0.947920402,0.990942754,0.991394765
"Lydall, Inc.",LDL,Industrials  ,0.460732984,0.608478513,0.64640884,0.608478513,0.432636469,0.300756701,0.607084785
"Lyell Immunopharma, Inc.",LYEL,Health Care  ,0.68355417,0.977214259,0.714820419,0.977214259,0.661300992,0.591562723,0.681754618
"Lyft, Inc.",LYFT,Industrials  ,0.985602094,0.74912892,0.850700244,0.74912892,0.943089431,0.564576119,0.987921022
LyondellBasell Industries N.V.,LYB,Materials  ,0.861003861,0.551665726,0.465159377,0.551665726,0.791360813,0.568265683,0.929581448
Lyons Bancorp Inc.,LYBC,Financials  ,0.233805668,0.523664396,0.249874561,0.523664396,0.248207243,0.396417134,0.440570097
"Lyra Therapeutics, Inc.",LYRA,Health Care  ,0.297739673,0.836677692,0.346579597,0.836677692,0.527820654,0.319297688,0.442334585
"M Line Holdings, Inc.",MLHC,Consumer Staples  ,0.342007435,0.191309596,0.168421053,0.191309596,0.4993965,0.169981917,0.645600242
"M&F Bancorp, Inc.",MFBP,Financials  ,0.339068826,0.810505558,0.133366784,0.810505558,0.729114378,0.166933547,0.5
M&T Bank Corporation,MTB,Financials  ,0.717611336,0.881409107,0.631911691,0.881409107,0.609716744,0.720176141,0.741125852
"M.D.C. Holdings, Inc.",MDC,Consumer Discretionary  ,0.454695222,0.848498041,0.595730813,0.848498041,0.346538964,0.654831388,0.513155982
"M/I Homes, Inc.",MHO,Consumer Discretionary  ,0.52553542,0.851400377,0.672967248,0.851400377,0.398635902,0.378404669,0.622038087
"MACOM Technology Solutions Holdings, Inc.",MTSI,Information Technology  ,0.778415614,0.462432378,0.673081251,0.462432378,0.791224204,0.568413963,0.779700231
MBIA Inc.,MBI,Financials  ,0.668016194,0.5864109,0.280983442,0.5864109,0.706346361,0.45286229,0.864019362
"MC Endeavors, Inc.",MSMY,Information Technology  ,0.216991963,0.16359447,0.790794508,0.16359447,0.109697455,0.482994724,0.249471884
"MCNB Banks, Inc.",MKIN,Financials  ,0.104251012,0.938418788,0.29302559,0.938418788,0.35864109,0.215872698,0.1912872
"MDM Permian, Inc.",MDMP,Energy  ,0.009708738,0.632271118,0.176616915,0.632271118,0.038442084,0.08219603,0.147686833
"MDU Resources Group, Inc.",MDU,Utilities  ,0.309278351,0.188766114,0.2306143,0.188766114,0.373848987,0.412890232,0.480662983
"MEDNAX, Inc.",MD,Health Care  ,0.838659392,0.283792723,0.560324918,0.283792723,0.741345094,0.815523953,0.853683668
"MEI Pharma, Inc.",MEIP,Health Care  ,0.409197194,0.731128262,0.357250936,0.731128262,0.502609335,0.258441249,0.632737175
"MFA Financial, Inc.",MFA,Financials  ,0.643724696,0.385173897,0.522027095,0.385173897,0.511921836,0.880004003,0.695948369
"MGE Energy, Inc.",MGEE,Utilities  ,0.329896907,0.751381215,0.728096677,0.751381215,0.208103131,0.216515609,0.430018416
MGM Resorts International,MGM,Consumer Discretionary  ,0.993410214,0.966332898,0.850578459,0.966332898,0.922942969,0.766212711,0.940689054
"MGP Ingredients, Inc.",MGPI,Consumer Staples  ,0.26394052,0.69945685,0.815245009,0.69945685,0.156004828,0.460036166,0.317508316
